Domain;Projekt;VM Name;Volumename;user Name;VM or Volume user;State;Created;Virtual Size GB;Physical Size GB;Intervaltype;Revertable;Type;Tags
clt;mddev02;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;modev01;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;play;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;play2;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;rmdev01;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;rmdev02;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;rmdev03;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
clt;wandin;admin-clt;admins;CIM;admins@dc4.local;2019-03-12T09:31:34+0100
itelligence;;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;autotestlandscape0001;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;brdev01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;CIS;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;clt01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;clt02;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;DEV01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;DMZ01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;GSS;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;Harith-test;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;itellius;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;mddev01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;mddev02;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;modev01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;play;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;play2;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;rmdev01;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;rmdev02;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;rmdev03;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
itelligence;wandin;admin-itelligence;itelligence;admin;admins@dc4.local;2019-01-08T12:43:47+0100
ROOT;;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;autotestlandscape0001;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;autotestlandscape0001;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;autotestlandscape0001;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;autotestlandscape0001;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;brdev01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;brdev01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;brdev01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;brdev01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;CIS;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;CIS;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;CIS;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;CIS;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;clt01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;clt01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;clt01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;clt01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;clt02;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;clt02;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;clt02;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;clt02;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;DEV01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;DEV01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;DEV01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;DEV01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;DMZ01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;DMZ01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;DMZ01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;DMZ01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;GSS;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;GSS;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;GSS;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;GSS;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;Harith-test;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;Harith-test;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;Harith-test;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;Harith-test;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;itellius;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;itellius;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;itellius;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;itellius;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;mddev01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;mddev01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;mddev01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;mddev01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;mddev02;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;mddev02;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;mddev02;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;mddev02;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;modev01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;modev01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;modev01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;modev01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;play;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;play;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;play;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;play;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;play2;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;play2;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;play2;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;play2;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;rmdev01;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;rmdev01;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;rmdev01;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;rmdev01;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;rmdev02;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;rmdev02;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;rmdev02;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;rmdev02;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;rmdev03;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;rmdev03;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;rmdev03;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;rmdev03;test;-;-;-;2020-02-21T14:42:18+0100
ROOT;wandin;admin;admin;cloud;n.a.;2018-12-12T11:33:35+0100
ROOT;wandin;prod-ansible-root;admins;EL;admins@el.dc4.local;2018-12-18T14:27:24+0100
ROOT;wandin;baremetal-system-account;baremetal-system-account;baremetal-system-account;n.a.;2018-12-12T10:33:58+0100
ROOT;wandin;test;-;-;-;2020-02-21T14:42:18+0100
